  ,,,,,,,,,,,,,,,,
 ,MNIST Dataset: ,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
 ,ID,result (r=1),smt-time (r=1),QVIP-time (r=1),ID,result (r=2),smt-time (r=2),QVIP-time (r=2),ID,result (r=3),smt-time (r=3),QVIP-time (r=3),ID,result (r=4),smt-time (r=4),QVIP-time (r=4)
 ,80,Robust,0.09818697,0.016728163,179,Robust,0.050336599,0.011848927, , , , , , , , 
 ,81,Robust,0.022057772,0.003399372,180,Robust,0.038820505,0.008957148, , , , , , , , 
 ,82,Robust,0.079076529,0.01457572,181,Robust,NA,0.610541344, , , , , , , , 
 ,83,Robust,0.040658474,0.00780654,182,Robust,544.0648637,0.083140373, , , , , , , , 
 ,84,Robust,0.095352173,0.018349648,183,NA,NA,NA, , , , , , , , 
 ,85,Robust,0.058961391,0.008360386,184,Robust,0.068541527,0.013421059, , , , , , , , 
 ,86,Robust,0.061147213,0.011246443,185,Robust,0.068118334,0.012253523, , , , , , , , 
 ,87,Robust,0.039456129,0.008342981,186,Robust,0.082523346,0.01196003, , , , , , , , 
 ,88,Robust,0.053809166,0.00946641,187,Robust,0.053787231,0.009530306, , , , , , , , 
 ,89,NA,NA,NA,188,Robust,NA,0.113660097, , , , , , , , 
 ,9,Robust,0.079347372,0.014631987,189,Robust,0.089819908,0.017597198, , , , , , , , 
 ,90,Robust,0.089772463,0.018719435,190,Robust,0.067353249,0.014535904, , , , , , , , 
 ,91,Robust,NA,0.616033792,191,Robust,NA,0.229513168, , , , , , , , 
 ,92,Robust,0.106746674,0.009585857,192,NA,NA,NA, , , , , , , , 
 ,93,Robust,0.063140154,0.012199402,193,NA,NA,NA, , , , , , , , 
 ,94,Robust,0.052996159,0.009632111,194,Robust,0.055740118,0.011479139, , , , , , , , 
 ,95,Robust,0.052952051,0.008552551,195,Robust,NA,0.179619074, , , , , , , , 
 ,96,Robust,0.075560093,0.014045715,196,Robust,0.058576107,0.009821177, , , , , , , , 
 ,97,Robust,0.062167883,0.009243488,197,Robust,NA,0.232965708, , , , , , , , 
 ,98,NA,NA,NA,198,Robust,NA,3.978318691, , , , , , , , 
 ,99,Robust,0.059028149,0.00954771,199,Robust,0.049322844,0.009498358, , , , , , , , 
